relation	sentence
Other	در جایی که کارگری در <e1>کارخانه‌ای </e1>بیش از نه <e2>ساعت </e2>در روز یا بیش از چهل و هشت ساعت در هفته کار می کند ، بایدحقوق و دستمزدی با نرخ دو برابر نرخ معمول داشته باشد .
Other	این <e1>زمین </e1>مرطوب بود که در طی ساخت و ساز ، <e2>جرثقیلی </e2>را که امروز زیر استادیوم بود ، فرو برد .
Member-Collection(e2,e1)	هنگامی که <e1>لیست </e1><e2>حقوق ثبت اختراع </e2>مربوط آشکار می شود ، کلیک بر روی شماره ثبت اختراع کل اختراع مطرح می شود .
Instrument-Agency(e2,e1)	<e1>کارگر </e1>سنگ را با <e2>کج </e2>و یا یک آهنربا سنگ حرکت می‌دهد ، به عقب و جلو در سراسر کوره ، آن را از پل به سمت دودکش و بعقب حرکت می‌دهد .
Content-Container(e1,e2)	هدف این مطالعه تعیین درصد آمریکایی‌های بالغی بود که <e1>پول </e1>را در یک <e2>حساب پس انداز </e2>منظم عادی نگه میدارند .
Product-Producer(e1,e2)	<e2>نویسنده </e2><e1>کتاب </e1>از لحاظ تاریخی آنچنان قابل توجه است که هر یک از آثار نوشته شده اش ممکن است قابل توجه باشد .
Component-Whole(e1,e2)	همانطور که ما ویدیو را تماشا کردیم ، متوجه شدیم که مردان سرگردان به دلایل نامعلومی به سمت <e1>بخش </e1>شیشه جات <e2>فروشگاه </e2>حرکت می کردند .
Component-Whole(e2,e1)	این <e1>استان </e1>شامل <e2>بخش </e2>جنوب شرقی جزیره پانای با استان جزیره‌ای گوییماراس در نزدیکی ساحل آن است .
Entity-Destination(e1,e2)	این <e1>کتاب </e1>در <e2>قفسه </e2>اشتباه قرار گرفته بود .
Other	<e1>باتری </e1>هایی که در <e2>شرایط مناسب </e2>نگهداری می شوند عمر مفید 5 تا 6 سال دارند .
Product-Producer(e1,e2)	من <e1>تصمیم </e1><e2>گیرنده </e2>هستم ، و من مجبور بودم راهی برای جلوگیری از فاجعه فراهم کنم .
Product-Producer(e2,e1)	<e1>توسعه دهنده </e1>به قدر نیاز یک آزمون <e2>موردی </e2>را می نویسد ، تغییرات لازم کد را انجام می دهد ، مطمئن می شود که آزمون پاس می شود ، کد را تحویل می دهدو کار را تمام شده در نظر می گیرد .
Other	به طور معمول ، <e1>انواع مختلفی </e1>از این گونه بر روی زمین صاف توسط <e2>دهقانان </e2>رشد کردند .
Entity-Origin(e1,e2)	اين شعر مربوط به آهنگي است كه دارم مي سازم ، درمورد زن <e1>جوان </e1>، قرباني اي كه از <e2>راهبان </e2>مي گريزد .
Content-Container(e2,e1)	او با کمک برادرش نورمن در دفتر پدر دندانپزشک خود یک <e1>بطری </e1>پر از <e2>دندان‌های </e2>کشیده شده پیدا کرد .
Product-Producer(e2,e1)	با استفاده از یک ماژول نسخه الکترونیکی در یک سیستم ثبت رکورد ، <e1>تجویز کننده </e1><e2>نسخه </e2>را استخراج کرده و آن را به صندوق پست نسخه الکترونیکی کشور ارسال می کند .
Entity-Destination(e1,e2)	این <e1>تیم </e1>به <e2>بازی </e2>قهرمانی راه پیدا کرد .
Other	<e1>رادیولوژی </e1>شاخه یا تخصصی پزشکی است که با مطالعه و کاربرد <e2>فناوری تصویربرداری </e2>سر و کار دارد .
Product-Producer(e1,e2)	این <e1>کتاب </e1>که توسط یک <e2>زن </e2>آمریکایی نوشته شده ، داستان آشنایی او با عشق زندگی اش را در ونیز نشان می دهد .
Other	او <e1>مردم </e1>را به <e2>اقدامات جوی </e2>وامیدارد .
Member-Collection(e2,e1)	بسیج <e1>گروهی </e1>از <e2>نوازندگان </e2>، هنرمندان ، مدل‌ها و همکاران N.I.C.E . یک انجمن موقت 60 مایل خارج از محدوده شهر سن فرانسیسکو ساخت .
Cause-Effect(e2,e1)	این <e1>اختلال </e1>ناشی از طوفان دمدمی مزاج و <e2>سیل </e2>در یک شب است .
Cause-Effect(e1,e2)	<e1>افزودن </e1>آب به مخزن باعث یک <e2>واکنش </e2>شیمیایی فرار شد که منجر به افزایش سریع فشار و دما شد .
Product-Producer(e2,e1)	<e2>کار </e2>اصلی <e1>نویسنده </e1>در طول سالهای پس از مرگ پوشکین ، نوشتن طنزنامه حماسی « روح‌های مرده » بود .
Entity-Origin(e1,e2)	<e1>بند </e1>رنگی متناسب از <e2>پلی اورتان </e2>ساخته شده است .
Other	لیونزگیتس اعلام کرده است که این <e1>فیلم </e1>را از <e2>تاریخ </e2>انتشار آن کشیده است ، اما تا کنون اعلام نکرده است که چه زمانی ما می توانیم انتظار داشته باشیم که این فیلم را در سینما ببینیم .
Instrument-Agency(e2,e1)	<e1>تیرانداز </e1>با استفاده از یک چوب دینامیت از مووله خود ، شارژ دستی با دو <e2>سرپوش </e2>و فیوز را جمع آوری می کند که در حال حاضر موثر در نظر گرفته می شود .
Other	<e1>مطالعات </e1>موردی که برخی از آنها به اندازه یک کتاب طولانی هستند ، سهم قابل توجهی در <e2>پزشکی </e2>علمی دارند .
Other	پیر <e1>مرد </e1>به <e2>کما </e2>دیابتی رفت .
Other	در زن ، یک رابطه قوی بین <e1>کار </e1>و <e2>غذا </e2>وجود دارد ، زیرا اولی دومی را ایجاد می کند .
Other	من یک <e1>سبد خرید </e1>کامل از <e2>خواروبارها </e2>را خریدم ، و کسری از آنچه را که در هر فروشگاه مواد غذایی عادی انجام می دهم صرف کردم .
Product-Producer(e1,e2)	<e1>ادرار </e1>خروجی در <e2>بزرگسالان </e2>سالم 1350 میلی لیتر بود .
Entity-Origin(e1,e2)	<e1>مشکلات </e1>در توسعه ویستا از <e2>ساختار </e2>یکپارچه و نیاز به «سازگاری با عقب» ، یعنی اطمینان از اینکه نرم افزار مورد استفاده مشتریان در نسخه‌های قدیمی ویندوز در زیر ویستا کار می کند ، ایجاد شد .
Product-Producer(e2,e1)	<e1>صنعت </e1>مدرن <e2>مواد غذایی </e2>را از مواد تشکیل دهنده و مواد افزودنی غیر سنتی برای نگاه داشتن به یک محصول اشنا استفاده می کنند
Entity-Origin(e1,e2)	ناحیه حارجی <e1>تپه ماسه‌ای </e1>به دلیل ارتباط معکوس بین تندی و ارتفاع از ناحیه داخلی <e2>تپه ماسه‌ای </e2>می گریزد .
Component-Whole(e1,e2)	<e1>گردهمایی </e1>ساعت خوش بهترین بخش این <e2>رویداد </e2>بود .
Cause-Effect(e2,e1)	<e1>کیست‌ها </e1>بوسیله <e2>التهاب </e2>مزمن پریکوندیوم بوجود می آیند و تولید مایعات سروز بین پریچاندریوم و غضروف صورت می گیرد .
Member-Collection(e2,e1)	یک <e1>هنگ </e1>از <e2>سربازان نیزه دار </e2>سوئیسی برخی از افتخارات سابق خود را در طول نبرد درکوس در سال ۱۵۶۲ می شمارد ، زمانی که آنها به طور تک به تک از شهر در برابر درکوس دفاع می کردند به اندازه کافی زمان برای ارتش کاتولیک برای ارسال نیروی تقویتی بود .
Cause-Effect(e2,e1)	<e1>سختی </e1><e2>برسکت </e2>شبیه به کار کردن در ورزشگاه است - چند روز اول می دانید که کاری متفاوت انجام میدهید ، اما پس از آن بدن تطبیق می یابد و <e1>ناراحتی </e1>ناپدید می شود .
Other	<e1>افراد </e1>معتبر ، از جایگاه خود در جهان مطلع اند و با <e2>مسرت </e2>و دقت به دنبال برآوردن آن هستند .
Other	<e2>کتاب </e2><e1>چاپی </e1>( با قیمت بسیار بالاتری ) و خرید این یکی تضمین می کند که شما با تمام نسخه‌های آینده کتاب الکترونیکی روزآمد می شوید .
Cause-Effect(e2,e1)	تخلیه ستون فقرات از طریق گسترش مجرای نخاعی به منظور کاهش <e1>فشار </e1>بر طناب نخاعی که از فتق دیسک یا <e2>دیسک </e2>برآمده ایجاد شده‌است .
Entity-Origin(e1,e2)	بیش از 20 سال از زمانی که آخرین <e1>هواپیما </e1>از <e2>زمین </e2>برخاست می گذرد .
Instrument-Agency(e2,e1)	<e1>پسر </e1>، یک اسب کوچک را از <e2>گل </e2>شکل داد و مثل یک نمونه واقعی از آن مراقبت می کند .
Product-Producer(e2,e1)	پانکراس <e1>عضوی </e1>از بدن انسان است که <e2>انسولین </e2>تولید می کند .
Entity-Origin(e1,e2)	این <e1>اطلاعات </e1>از <e2>کپی </e2>میکروفیلم سند اصلی تهیه شده بود .
Message-Topic(e2,e1)	<e1>پرترهی </e1>او در <e2>نقاشی‌های </e2>بی شماری در گالری ملی ظاهر می شود ، گاهی اوقات در حالیکه مادرش پشت سر او حضور دارد .
Entity-Destination(e1,e2)	جدیدترین <e1>کشتی جنگی </e1>GBP 1BN متعلق به نیروی دریایی سلطنتی در یک مراسم رسمی به <e2>صاحب </e2>جدید تحویل داده شده است .
Cause-Effect(e2,e1)	یک فرد 77 ساله از <e2>خستگی </e2><e1>رنج‌می‌برد </e1>و تحت آزمایشات پزشکی قرار می گیرد .
Other	فکر کردم گاهی برق منار را دیدم ، تلولو خورشید از مراتع بلند ، <e1>نوسان </e1>ملایم <e2>تپه‌های </e2>بنفش رنگ .
Component-Whole(e1,e2)	<e1>تسمه </e1><e2>آویز </e2>دربافت بعدی ایجاد شده است .
Other	این <e1>پرونده </e1>در مورد یک <e2>درخت </e2>در یک دبیرستان است که محل ملاقات دانشجویان سفید پوست بود .
Component-Whole(e1,e2)	سه نوع <e1>سلول‌های </e1>استخوانی در <e2>توربین‌های </e2>بینی داراي ویژگی‌های فراوانی هستند .
Content-Container(e1,e2)	<e1>دستگاه </e1>در <e2>کیسه‌ای </e2>کوچک با برچسب سفید قرار گرفته بود که علامت پستی روی آن قرار داشت که نوشته بود  محلی نیست  .
Entity-Destination(e1,e2)	<e1>رویداد </e1>انجمن کارآفرینان به <e2>فردا </e2>موکول شد .
Entity-Origin(e2,e1)	من اعتیاد <e2>چای </e2><e1>توت فرنگی </e1>دارم .
Cause-Effect(e2,e1)	این فیلم همچنین مستند هایی مانند بخش‌های مربوط به ماهیگیری و <e1>تخلیه </e1>پس از <e2>فوران </e2>آتشفشان را نشان می دهد .
Product-Producer(e1,e2)	<e1>زیستگاه </e1>حیاتی برای نهنگ سفید در کوک اینلت توسط <e2>دولت </e2>فدرال ایجاد شده است .
Other	<e1>سیکلوترون </e1>از ابتدای ژانویه 2000 <e2>شروع </e2>به کار کرد .
Message-Topic(e1,e2)	بسیاری از <e1>رساله‌های </e1>بین المللی از <e2>تعهد </e2>ارائه مراقبت‌های پزشکی بدون تبعیض برای تمامی قربانیان در منطقه جنگی حمایت می کنند .
Entity-Origin(e1,e2)	<e1>خانه پرندگان </e1>چارم از <e2>چوب‌های </e2>کهنه بازیافت شده از طویله ، ساخته شده است .
